surveyid,village,survey_date,femaleres,age,married,children,hhsize,edu,asset_livestock,asset_durable,asset_phone,asset_savings,asset_land_owned_total,asset_niceroof,cons_ed,cons_social,cons_other,ent_wagelabor,ent_ownfarm,ent_business,ent_nonagbusiness,ent_employees,ent_nonag_revenue,ent_nonag_flowcost,ent_farmrevenue,ent_farmexpenses,ent_animalstockrev,labor_primary,wage_expenditures,durable_investment,nondurable_investment,given_mpesa,amount_given_mpesa,received_mpesa,amount_received_mpesa,net_mpesa,saved_mpesa,amount_saved_mpesa,early_survey,depressed,day_of_week
795,56,27-Nov-61,1,31.0,1,1,3,10,77.792801,271.30035,32.030739000000004,0.0,0.5,0,0.73403776,4.0038424,14.573986999999999,0,0,1,1,0,57.655331000000004,0.3203074,3.6034582000000004,0.43374962,1.7216523000000001,0,0,399.38141,1.4880948,0,0.0,0,0.0,0.0,1,0.0,0,0,2
1116,67,20-Oct-61,1,39.0,1,8,10,10,20.651573000000003,207.07873999999998,56.053794999999994,9.6092224,1.0,0,4.0038424,14.14691,26.905821000000003,0,1,0,0,0,0.0,0.0,5.3384566,9.4935551,0.0,0,0,291.95193,23.106621,1,14.413832999999999,0,0.0,-14.413832999999999,1,0.0,0,0,6
370,6,15-Sep-61,1,45.0,1,4,6,9,8.2606287,147.0211,0.0,0.0,0.0,0,5.3384566,7.6073008,12.011527000000001,1,0,0,0,0,0.0,0.0,1.2411911,1.5448159,0.0,1,0,172.73848,6.8832726,0,0.0,0,0.0,0.0,0,0.0,0,0,6
1340,78,17-Oct-61,0,73.0,0,3,5,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,32.030739000000004,0,1,3
763,73,26-Oct-61,1,21.0,0,3,5,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,5
1380,258,12-Nov-61,1,42.0,1,3,5,9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,1
653,42,03-Oct-61,1,33.0,1,2,4,7,0.0,189.14153000000002,48.046108000000004,0.0,1.15,0,1.6816137999999998,3.4699969,20.611782,0,0,1,1,0,80.076851,8.5415306,5.1249185,1.0409991,0.0,0,0,222.7738,22.474903,0,0.0,0,0.0,0.0,0,0.0,0,0,3
572,6,03-Sep-61,1,27.0,1,4,6,10,0.0,217.55277999999998,88.08453399999999,80.076851,0.25,0,2.7226129,30.696125,40.358734000000005,1,0,0,1,0,320.3074,44.843037,22.021133,12.512008,0.0,1,0,231.6463,140.15451000000002,0,0.0,0,0.0,0.0,0,0.0,0,1,1
1276,267,12-Nov-61,1,25.0,1,0,2,10,30.635769,108.90451999999999,40.038425,0.0,0.0,0,0.0,2.2688441000000004,22.741825,1,0,0,0,0,0.0,0.0,2.3355745999999997,0.8619382999999999,24.023054000000002,1,0,144.34489,0.8619382999999999,0,0.0,0,0.0,0.0,0,0.0,0,0,1
441,67,20-Sep-61,1,38.0,1,3,5,14,647.4906,120.91605,24.023054000000002,0.0,2.0,0,2.9094589,1.4814216999999998,12.732219,0,1,0,0,0,0.0,0.0,4.377534900000001,1.3791014,20.57975,0,0,805.24207,8.61271,0,0.0,0,0.0,0.0,0,0.0,0,0,4
556,81,30-Oct-60,1,21.0,1,5,7,10,0.0,34.433044,32.030739000000004,0.0,0.0,0,0.0,2.5624592,19.138367000000002,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,36.83535,0.0,0,0.0,0,0.0,0.0,0,0.0,1,0,1
936,50,29-Sep-61,1,45.0,1,7,10,8,59.54796999999999,196.98904,32.030739000000004,0.0,1.0,0,50.421721999999995,1.1744605,33.632278,0,0,1,1,0,44.843037,38.436890000000005,0.64061481,6.980032400000001,22.821901,0,0,331.80927,117.61955,0,0.0,0,0.0,0.0,0,0.0,0,0,6
66,1,01-Sep-61,1,33.0,0,6,7,10,0.0,188.98137,32.030739000000004,0.80076849,0.5,0,16.015369,7.0734549,10.409989999999999,0,0,1,1,0,96.09221600000001,99.295296,1.2011528,0.10009606,1.0676913000000001,0,0,192.18445,116.21153000000001,0,0.0,0,0.0,0.0,1,0.12812296,0,0,6
1093,205,13-Nov-61,1,35.0,1,4,6,9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,2
307,12,15-Oct-61,1,24.0,1,3,5,11,4.1303144,152.94678000000002,36.034584,0.0,3.5,0,1.7349985,4.0038424,18.417675,0,1,0,0,0,0.0,0.0,0.3203074,0.69399935,8.0076847,0,0,160.28017,2.4289978,0,0.0,0,0.0,0.0,0,0.0,0,0,1
102,15,21-Nov-61,1,26.0,1,2,3,8,0.0,180.17291,24.023054000000002,22.421518,0.25,0,0.0,2.6158438,71.909012,0,0,1,1,0,288.27667,96.09221600000001,3.203074,5.8723021,0.0,0,0,192.18443,124.38603,0,0.0,0,0.0,0.0,1,0.0,0,0,3
94,4,07-Sep-61,1,23.0,0,2,3,10,0.0,97.69375600000001,16.015369,0.0,3.0,0,0.33365354,7.340378299999999,9.9295292,0,1,0,0,0,0.0,0.0,2.1887673999999997,0.18239728,0.0,0,0,108.90451999999999,0.51605082,0,0.0,0,0.0,0.0,0,0.0,0,0,5
1329,242,06-Nov-61,1,21.0,1,2,4,9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,2
493,81,24-Sep-61,1,34.0,1,1,3,14,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,1
976,134,16-Aug-60,1,23.0,1,2,3,10,0.0,109.70528,0.0,0.0,0.5,0,0.0,3.8169962999999996,41.800117,0,1,0,0,0,0.0,0.0,3.6034582000000004,2.891664,0.0,0,0,111.30682,2.891664,0,0.0,0,0.0,0.0,0,0.0,1,0,3
1397,89,04-Oct-61,1,26.0,0,3,4,5,20.651573000000003,158.55217,0.0,0.0,0.5,0,0.93422991,1.0676913000000001,8.8084536,0,1,0,0,0,0.0,0.0,8.1411467,0.90531337,0.0,0,0,182.40681,1.8395433,0,0.0,0,0.0,0.0,0,0.0,0,0,4
909,91,11-Sep-61,1,36.0,1,4,6,8,727.00995,234.62517000000003,32.030739000000004,8.0076847,0.5,0,23.022095,6.2459941,8.968606900000001,0,1,0,0,0,0.0,0.0,6.6730709,1.0899348,25.357670000000002,0,0,1020.0912,32.119713,0,0.0,0,0.0,0.0,0,0.0,0,0,2
1114,108,06-Oct-61,1,20.0,1,3,5,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,6
1390,285,16-Nov-61,1,23.0,1,3,5,10,83.646683,227.41826,32.030739000000004,21.62075,1.25,0,2.9361509999999997,6.0591483,55.41318100000001,1,0,0,0,0,0.0,0.0,13.679795,6.445074099999999,6.6730709,1,0,361.51337,31.001976000000003,0,0.0,0,0.0,0.0,0,0.0,0,0,5
280,57,13-Nov-61,1,32.0,1,3,5,9,188.6281,222.45349,48.046108000000004,9.6092224,0.0,0,1.7349985,0.0,26.905821000000003,0,0,0,0,0,0.0,0.0,3.7369196000000002,2.4160964,11.210759,0,0,468.57678,13.760317,0,0.0,0,0.0,0.0,0,0.0,0,1,2
1308,112,24-Sep-61,1,44.0,0,1,2,9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,0.0,0,0,1
928,10,31-Aug-61,1,25.0,1,3,5,14,37.172832,298.68665,80.076851,0.0,1.0,0,2.6692283,14.14691,21.62075,0,0,0,1,0,19.218445000000003,3.7369196000000002,0.0,0.0,0.0,0,0,343.06641,6.406148,0,0.0,0,0.0,0.0,0,0.0,0,0,5
735,44,10-Oct-61,1,43.0,1,4,6,10,8.2606287,389.97427000000005,72.069168,0.0,1.0,0,31.363434,2.0019212,36.194736,0,1,0,0,0,0.0,0.0,9.6759529,0.78297365,0.0,0,0,459.89407,32.146408,0,0.0,0,0.0,0.0,0,0.0,0,0,3
1219,13,03-Sep-61,0,60.0,0,0,1,6,0.0,268.25745,0.0,2.3222287,2.0,0,0.0,0.0,0.3203074,0,1,0,1,0,0.0,0.0,0.40038425,0.18017291,0.0,0,0,302.69049,2.5024016,0,0.0,1,256.24591000000004,256.24591000000004,0,0.0,0,0,1
1015,66,02-Oct-61,1,26.0,1,2,4,9,142.51147,280.10882999999995,2.7226129,12.812296,3.0,0,1.0943836999999998,22.648401,28.507359,0,1,0,1,0,0.0,4.8046112,12.465296,0.54941612,0.0,0,0,467.78362999999996,19.260707999999997,0,0.0,0,0.0,0.0,0,0.0,0,0,2
75,11,02-Nov-61,1,20.0,1,1,3,7,20.651573000000003,204.99673,48.046108000000004,2.4023056,0.0,0,0.0,1.7616907,25.720684,0,1,0,1,0,0.0,0.13346142,0.36034581,1.2311816,3.203074,0,0,232.85522000000003,3.7669487,0,0.0,0,0.0,0.0,0,0.0,0,0,5
711,50,27-Nov-61,1,27.0,1,3,5,10,8.2606287,176.16907,24.023054000000002,0.0,0.1,0,1.601537,4.6711493,35.458031,0,0,1,1,0,0.0,0.0,4.6711493,2.2910876,0.0,0,0,237.28043,3.8926246,0,0.0,0,0.0,0.0,0,0.0,0,0,2
1149,100,26-Sep-61,1,20.0,1,1,3,11,246.12653999999998,416.71994,48.046108000000004,24.023054000000002,3.0,0,0.0,8.6483002,28.026896999999998,1,0,0,0,0,0.0,0.0,31.763819,10.854861999999999,0.46711496,1,0,841.41785,37.760681,0,0.0,0,0.0,0.0,0,0.0,0,0,3
106,7,14-Oct-61,1,29.0,0,0,1,10,87.776993,187.37982,0.0,0.0,9.5,0,0.0,0.89419144,21.300442,0,1,0,0,0,0.0,0.0,11.210759,0.53384566,4.6711493,0,0,298.6994,3.7369196000000002,0,0.0,0,0.0,0.0,0,0.0,0,0,0
127,27,12-Nov-61,1,23.0,1,1,3,10,22.375139,237.82825,56.053794999999994,0.0,0.0,0,1.601537,60.724945,22.869947,0,0,0,0,0,0.0,0.0,25.090746,6.0680456,0.0,1,0,272.2149,15.677267,0,0.0,0,0.0,0.0,1,0.0,0,0,1
882,174,27-Nov-61,1,27.0,1,6,8,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,1,2
468,94,09-Nov-61,1,30.0,1,2,4,9,53.010906000000006,200.19212,64.06147800000001,19.218445000000003,0.0,0,2.4023056,3.3365355,34.673275,0,0,1,1,0,112.10758999999999,37.369194,4.5376883,4.1150599,0.0,0,0,262.81226000000004,63.105003,0,0.0,0,0.0,0.0,0,0.0,0,0,5
942,79,05-Nov-61,1,56.0,1,7,9,14,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,1
1143,236,30-Nov-61,1,25.0,0,3,4,9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,1,5
342,49,02-Nov-61,1,33.0,1,4,6,10,8.2606287,107.30298,3.203074,0.0,4.5,0,1.2678833999999999,4.6711493,38.116581,0,1,0,0,0,0.0,0.0,7.8742232,1.0565696000000002,4.7912645,0,0,121.96976000000001,2.3244529,0,0.0,1,16.015369,16.015369,1,8.0076847,0,0,5
610,116,17-Nov-61,1,26.0,1,3,5,9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,0.0,0,0,6
607,92,09-Oct-61,0,24.0,1,1,3,17,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,1.9218444,0,0,2
259,18,17-Oct-61,1,32.0,1,4,6,12,8.2606287,52.049953,40.038425,8.0076847,0.25,0,4.8046112,5.738841099999999,175.20815,0,1,0,0,0,0.0,0.0,10.409989999999999,2.6692283,0.0,0,0,65.115196,15.481523999999999,0,0.0,0,0.0,0.0,0,0.0,0,0,3
274,25,14-Sep-60,1,35.0,1,6,9,9,664.01184,153.74756000000002,0.0,32.030739000000004,2.0,0,2.6024976000000004,0.066730708,25.464437,0,1,0,1,0,24.023054000000002,2.6692283,9.6092224,1.4680754999999999,17.710331,0,0,889.82855,46.778225,0,0.0,0,0.0,0.0,0,0.0,1,1,4
1319,201,20-Sep-61,1,39.0,1,7,12,12,16.521257000000002,332.31894,51.249184,3.203074,2.75,0,1.3346142,2.7359591,95.73988299999999,0,1,0,0,0,0.0,0.0,7.4738393,2.9583947999999998,6.606339900000001,0,0,432.12012000000004,7.496082799999999,0,0.0,1,4.8046112,4.8046112,1,0.0,0,1,4
898,88,10-Sep-61,1,46.0,1,2,5,7,479.51095999999995,94.170372,0.0,0.0,1.8,0,0.52049953,3.3365355,8.3279924,0,0,1,1,0,60.858406,24.66367,6.6730709,0.55608922,4.244072900000001,0,0,576.5640900000001,34.228405,0,0.0,1,160.1537,160.1537,0,0.0,0,0,1
585,55,18-Sep-61,1,26.0,1,5,7,9,0.0,202.59444,61.659176,0.0,0.5,0,1.6816137999999998,2.5891516,15.374754999999999,0,1,0,0,0,0.0,0.0,2.2955362999999998,1.3390628,0.0,0,0,247.43747000000002,3.0206766,0,0.0,0,0.0,0.0,0,0.0,0,0,2
915,13,12-Oct-61,1,54.0,1,0,2,8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,5
244,49,10-Nov-61,1,33.0,1,3,5,10,612.7244900000001,229.82056,32.030739000000004,0.0,0.5,0,1.2011528,1.4680754999999999,52.930797999999996,0,0,1,1,0,960.92218,10.676913,5.3384566,7.5183268,0.0,0,0,877.7788699999999,30.607151,0,0.0,0,0.0,0.0,0,0.0,0,1,6
538,53,12-Sep-61,1,24.0,1,3,5,11,16.521257000000002,321.90894,38.436890000000005,64.06147800000001,0.0,0,0.0,16.015369,100.89683000000001,0,1,0,1,0,80.076851,66.19686899999999,19.485367,38.058746,0.0,0,0,400.89014,184.33246,0,0.0,0,0.0,0.0,0,0.0,0,0,3
173,12,25-Jul-60,1,23.0,1,4,6,8,30.635769,55.253025,0.0,0.0,0.0,0,1.3346142,0.72069162,18.257523000000003,0,1,0,0,0,0.0,0.0,6.406148,0.88084537,2.9361509999999997,0,0,141.14182,2.2154596,0,0.0,1,19.218445000000003,19.218445000000003,1,0.0,1,1,2
1035,102,23-Nov-61,1,24.0,1,3,5,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,5
626,21,05-Sep-61,1,28.0,1,4,6,10,414.10913,171.28438,94.490685,0.0,0.5,0,0.0,0.0,10.249837,0,0,1,1,0,64.06147800000001,53.384567000000004,1.0676913000000001,1.0565696000000002,0.0,0,0,604.13147,56.36298000000001,0,0.0,0,0.0,0.0,0,0.0,0,0,3
270,9,14-Jul-60,1,29.0,1,3,5,7,4.1303144,280.26898,40.038425,0.0,0.0,0,0.20019212,5.138264700000001,33.632278,0,0,0,0,0,0.0,0.0,0.0,0.0,3.203074,0,0,332.4454,0.20019212,0,0.0,0,0.0,0.0,1,0.0,1,0,5
177,13,07-Sep-60,1,26.0,0,4,6,10,0.0,205.15689,48.046108000000004,6.406148,0.0,0,10.676913,5.0715337,15.855216,0,0,0,1,0,56.053794999999994,0.0,0.26692283,0.19574341,0.0,1,0,213.32474,17.278805,0,0.0,0,0.0,0.0,0,0.0,1,0,4
479,94,09-Nov-61,1,25.0,1,2,4,9,45.433456,258.32791000000003,24.023054000000002,28.827665000000003,1.0,0,1.6816137999999998,17.750367999999998,47.501587,0,0,0,1,0,24.343363,0.48046109,3.0429204,0.46600279,1.601537,0,0,311.60889,33.858047,0,0.0,0,0.0,0.0,0,0.0,0,0,5
1278,195,22-Sep-61,1,40.0,1,7,9,9,86.05342900000001,120.11527,0.0,0.0,2.5,0,1.8684598000000001,4.0038424,28.219082,1,0,0,0,0,0.0,0.0,1.8684598000000001,0.6361661,0.0,1,0,237.39867999999998,2.8249333,0,0.0,0,0.0,0.0,0,0.0,0,0,6
845,28,03-Sep-61,1,42.0,1,4,6,12,111.87568999999999,177.61046000000002,24.023054000000002,0.0,3.0,0,2.0019212,3.0696127,8.968606900000001,1,0,0,0,0,0.0,0.0,18.684597,1.5570499,97.827225,1,0,313.50922,3.5589709000000003,0,0.0,0,0.0,0.0,0,0.0,0,0,1
50,4,18-Oct-61,1,75.900002,1,0,2,10,4.1303144,32.831509000000004,0.0,0.0,1.25,0,0.0,0.0,1.2812296,0,1,0,1,0,0.0,0.0,1.0276529,0.08563773300000001,0.0,0,0,40.164898,0.08563773300000001,0,0.0,0,0.0,0.0,0,0.0,0,0,4
560,100,17-Nov-61,1,26.0,1,3,5,7,65.401855,156.14986000000002,0.0,88.08453399999999,0.5,0,2.6692283,5.939033,22.261364,0,0,0,1,0,40.038425,26.692284,2.6692283,0.75628144,4.6044187999999995,0,0,228.75863999999999,121.4054,0,0.0,0,0.0,0.0,0,0.0,0,0,6
426,39,24-Sep-61,1,20.0,1,1,3,10,97.76119200000001,176.96983,59.25686999999999,0.0,0.0,0,0.0,0.96092218,14.413832999999999,1,0,0,1,0,17.616907,16.015369,0.53384566,0.15125626,5.3384566,1,0,277.13333,16.166626,0,0.0,0,0.0,0.0,0,0.0,0,0,1
1355,119,14-Oct-61,1,26.0,1,3,5,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,0.0,0,0,0
170,14,14-Sep-61,1,19.0,1,2,4,12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,16.015369,16.015369,1,0.0,0,0,5
968,85,11-Oct-61,1,20.0,1,2,4,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,11.210759,11.210759,0,0.0,0,0,4
727,28,11-Oct-61,1,25.0,1,3,5,10,409.97882000000004,108.10373999999999,24.023054000000002,0.0,3.0,0,1.4947678999999998,5.605379599999999,12.331835,0,1,0,0,0,0.0,0.0,22.288055,5.7744303,5.3384566,0,0,528.49255,23.284567000000003,0,0.0,0,0.0,0.0,0,0.0,0,0,4
48,8,22-Sep-61,1,22.0,1,1,3,10,0.0,129.7245,48.046108000000004,0.0,1.0,0,0.0,6.6730709,28.347203999999998,0,0,0,0,0,0.0,0.0,2.8026897999999996,3.5700928999999997,0.0,0,0,129.7245,3.5700928999999997,0,0.0,0,0.0,0.0,1,0.0,0,0,6
251,23,02-Oct-61,1,29.0,1,2,4,11,8.2606287,108.90451999999999,36.83535,0.0,1.6,0,0.0,4.0038424,31.181925,0,0,1,1,0,17.937214,15.374754999999999,3.6034582000000004,1.8706841,0.0,0,0,131.57898,17.24544,0,0.0,0,0.0,0.0,0,0.0,0,0,2
875,70,10-Sep-61,1,81.0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,1,1
1311,83,15-Oct-61,1,54.0,1,7,9,9,1217.8716,257.367,0.0,19.218445000000003,5.0,0,1.047672,3.203074,28.203065999999996,0,1,0,0,0,0.0,0.0,12.612103,1.9852386999999998,102.09798,0,0,1580.1392,27.696581,0,0.0,0,0.0,0.0,0,0.0,0,1,1
1396,16,06-Oct-61,1,39.0,0,1,3,6,24.781887,217.00827,40.038425,24.023054000000002,0.25,0,0.40038425,0.0026692290000000004,16.816139,0,0,1,1,0,48.046108000000004,3.203074,6.139225499999999,6.7954102,0.40038425,0,0,251.39937999999998,34.421921000000005,0,0.0,0,0.0,0.0,0,0.0,0,0,6
26,4,05-Nov-61,1,27.0,1,3,5,14,163.16304,757.52698,96.09221600000001,97.69375600000001,0.0,0,7.4738393,10.009606,90.486839,0,0,0,1,0,153.74756000000002,70.467628,5.3384566,14.271474,0.0,1,0,988.75537,195.51208,0,0.0,0,0.0,0.0,0,0.0,0,1,1
1382,215,30-Oct-61,1,24.0,1,2,4,10,196.20555,219.89104,32.030739000000004,0.0,3.0,0,1.601537,2.4023056,116.75204,1,0,0,1,0,144.13834,99.989296,10.676913,5.560892099999999,13.212679999999999,1,0,425.70581,131.17477,0,0.0,0,0.0,0.0,1,4.0038424,0,0,2
1285,112,21-Sep-61,1,37.0,1,5,7,9,350.07062,192.98521000000002,32.030739000000004,3.203074,0.0,0,12.678835000000001,5.4185338,33.440094,0,1,0,0,0,0.0,0.0,6.0057635000000005,6.9466667,16.816139,0,0,599.1096200000001,54.058544,1,16.015369,0,0.0,-16.015369,0,0.0,0,0,5
499,76,27-Sep-61,1,46.0,1,3,5,8,104.29825,431.13375999999994,24.023054000000002,32.030739000000004,1.25,0,1.5614985000000001,1.9752290000000001,22.485579,0,1,0,1,0,32.030739000000004,25.624592,1.0943836999999998,3.0406957,0.0,0,0,618.71191,63.218444999999996,0,0.0,0,0.0,0.0,1,8.0076847,0,0,4
682,59,24-Sep-61,1,22.0,1,1,3,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,0.0,0,0,1
957,60,17-Oct-61,1,25.0,1,2,4,10,49.563774,172.16522,19.218445000000003,0.0,0.0,0,0.66730708,1.3346142,12.732219,1,0,0,1,0,0.0,0.0,1.601537,0.61392248,0.0,1,0,284.98972000000003,1.2812295,0,0.0,0,0.0,0.0,0,0.0,0,0,3
550,107,15-Nov-61,1,19.0,1,2,4,8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,4
881,10,08-Oct-61,1,35.0,0,3,5,10,526.67108,235.42593,28.827665000000003,17.937214,1.8,0,1.3346142,1.601537,8.0076847,0,0,0,0,0,0.0,0.0,5.204995200000001,0.70067245,1.0009606,0,0,867.79846,20.452961,0,0.0,0,0.0,0.0,0,0.0,0,0,1
719,54,30-Nov-61,1,39.0,1,5,7,9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,5
323,60,20-Nov-61,1,49.0,1,1,3,6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,2
418,31,19-Sep-61,1,42.0,1,5,9,9,0.0,187.37982,24.023054000000002,0.0,0.0,0,8.7951078,1.601537,3.6034582000000004,0,1,0,0,0,0.0,0.0,5.3384566,2.5802541000000003,0.0,0,0,312.29971,11.375361999999999,0,0.0,0,0.0,0.0,0,0.0,0,0,3
584,89,24-Sep-61,1,28.0,1,3,5,5,540.7856400000001,468.44957999999997,33.632278,0.0,2.0,0,2.6692283,5.8723021,23.542593,0,1,0,0,0,0.0,0.0,5.4719181,0.55386484,0.0,0,0,1115.7374,17.636925,0,0.0,0,0.0,0.0,0,0.0,0,0,1
741,106,05-Nov-61,1,33.0,1,3,5,10,251.62625,109.22482,32.030739000000004,38.436890000000005,0.0,0,1.1077297,2.8026897999999996,29.147973999999998,0,0,1,1,0,40.038425,15.161218,3.203074,0.58723027,2.9361509999999997,0,0,380.38982999999996,60.09767900000001,0,0.0,0,0.0,0.0,1,24.023054000000002,0,0,1
1384,230,24-Oct-61,1,26.0,1,3,5,9,45.433456,276.26514,0.0,0.0,0.0,0,3.203074,3.6034582000000004,39.285702,0,0,0,0,0,0.0,0.0,3.3365355,4.0816946000000005,0.6005764,0,0,375.3501,7.2847686000000005,0,0.0,0,0.0,0.0,0,0.0,0,0,3
1169,38,04-Sep-61,1,39.0,1,4,6,9,41.303146000000005,10.409989999999999,0.0,0.0,0.5,0,2.175421,0.0,3.1069818,0,0,0,1,0,84.080696,0.0,2.6692283,0.2224357,2.4023056,0,0,51.713135,8.804004699999998,0,0.0,0,0.0,0.0,0,0.0,0,0,2
492,46,04-Jul-60,1,22.0,1,3,6,10,89.500557,123.31835,32.030739000000004,0.0,1.5,0,1.601537,0.62459946,33.472122,0,0,0,1,0,46.764881,38.436890000000005,1.4680754999999999,7.8764477,8.8084536,0,0,268.87271,50.797641999999996,0,0.0,0,0.0,0.0,0,0.0,1,0,2
324,17,07-Sep-61,1,20.0,1,2,4,9,8.2606287,138.85326,32.030739000000004,0.0,0.0,0,0.42707652,0.65396094,9.2889147,0,0,0,0,0,0.0,0.0,1.6415755,0.13679796,1.601537,0,0,178.34386,0.56387448,0,0.0,0,0.0,0.0,0,0.0,0,0,5
618,116,08-Nov-61,1,28.0,1,2,4,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,1,4
677,53,14-Sep-61,1,26.0,1,7,9,8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,0.0,0,0,5
136,28,12-Nov-61,1,27.0,1,2,4,10,192.07828,211.56302999999997,24.023054000000002,8.0076847,0.5,0,6.0057635000000005,16.015369,25.336315,0,1,0,1,0,144.13834,32.564587,25.090746,6.806532400000001,8.0076847,0,0,436.63300000000004,96.626068,0,0.0,0,0.0,0.0,0,0.0,0,0,1
788,115,29-Oct-61,1,33.0,1,2,4,10,28.912201,148.14217,24.023054000000002,3.203074,0.0,0,4.9380727,1.9351906000000003,12.892373,1,0,0,0,0,0.0,0.0,0.10276529,1.0762552,0.0,1,0,181.85898,9.2174015,0,0.0,0,0.0,0.0,0,0.0,0,1,1
